State,County,cooling system type,climate zone,PUE mean
North Carolina,Robeson County,2,,
North Carolina,Robeson County,3,,
North Carolina,Robeson County,4,,
North Carolina,Robeson County,5,,
North Carolina,Robeson County,6,,
North Carolina,Robeson County,7,,
North Carolina,Robeson County,8,,
North Carolina,Robeson County,9,,
North Carolina,Robeson County,10,,
North Carolina,Robeson County,11,,
North Carolina,Robeson County,12,,
North Carolina,Robeson County,13,,
North Carolina,Robeson County,14,,
North Carolina,Rockingham County,1,,
North Carolina,Rockingham County,2,,
North Carolina,Rockingham County,3,,
North Carolina,Rockingham County,4,,
North Carolina,Rockingham County,5,,
North Carolina,Rockingham County,6,,
North Carolina,Rockingham County,7,,
North Carolina,Rockingham County,8,,
North Carolina,Rockingham County,9,,
North Carolina,Rockingham County,10,,
North Carolina,Rockingham County,11,,
North Carolina,Rockingham County,12,,
North Carolina,Rockingham County,13,,
North Carolina,Rockingham County,14,,
North Carolina,Rowan County,1,,
North Carolina,Rowan County,2,,
North Carolina,Rowan County,3,,
North Carolina,Rowan County,4,,
North Carolina,Rowan County,5,,
North Carolina,Rowan County,6,,
North Carolina,Rowan County,7,,
North Carolina,Rowan County,8,,
North Carolina,Rowan County,9,,
North Carolina,Rowan County,10,,
North Carolina,Rowan County,11,,
North Carolina,Rowan County,12,,
North Carolina,Rowan County,13,,
North Carolina,Rowan County,14,,
North Carolina,Rutherford County,1,,
North Carolina,Rutherford County,2,,
North Carolina,Rutherford County,3,,
North Carolina,Rutherford County,4,,
North Carolina,Rutherford County,5,,
North Carolina,Rutherford County,6,,
North Carolina,Rutherford County,7,,
North Carolina,Rutherford County,8,,
North Carolina,Rutherford County,9,,
North Carolina,Rutherford County,10,,
North Carolina,Rutherford County,11,,
North Carolina,Rutherford County,12,,
North Carolina,Rutherford County,13,,
North Carolina,Rutherford County,14,,
North Carolina,Sampson County,1,,
North Carolina,Sampson County,2,,
North Carolina,Sampson County,3,,
North Carolina,Sampson County,4,,
North Carolina,Sampson County,5,,
North Carolina,Sampson County,6,,
North Carolina,Sampson County,7,,
North Carolina,Sampson County,8,,
North Carolina,Sampson County,9,,
North Carolina,Sampson County,10,,
North Carolina,Sampson County,11,,
North Carolina,Sampson County,12,,
North Carolina,Sampson County,13,,
North Carolina,Sampson County,14,,
North Carolina,Scotland County,1,,
North Carolina,Scotland County,2,,
North Carolina,Scotland County,3,,
North Carolina,Scotland County,4,,
North Carolina,Scotland County,5,,
North Carolina,Scotland County,6,,
North Carolina,Scotland County,7,,
North Carolina,Scotland County,8,,
North Carolina,Scotland County,9,,
North Carolina,Scotland County,10,,
North Carolina,Scotland County,11,,
North Carolina,Scotland County,12,,
North Carolina,Scotland County,13,,
North Carolina,Scotland County,14,,
North Carolina,Stanly County,1,,
North Carolina,Stanly County,2,,
North Carolina,Stanly County,3,,
North Carolina,Stanly County,4,,
North Carolina,Stanly County,5,,
North Carolina,Stanly County,6,,
North Carolina,Stanly County,7,,
North Carolina,Stanly County,8,,
North Carolina,Stanly County,9,,
North Carolina,Stanly County,10,,
North Carolina,Stanly County,11,,
North Carolina,Stanly County,12,,
North Carolina,Stanly County,13,,
North Carolina,Stanly County,14,,
North Carolina,Stokes County,1,,
North Carolina,Stokes County,2,,
North Carolina,Stokes County,3,,
North Carolina,Stokes County,4,,
North Carolina,Stokes County,5,,
North Carolina,Stokes County,6,,
North Carolina,Stokes County,7,,
North Carolina,Stokes County,8,,
North Carolina,Stokes County,9,,
North Carolina,Stokes County,10,,
North Carolina,Stokes County,11,,
North Carolina,Stokes County,12,,
North Carolina,Stokes County,13,,
North Carolina,Stokes County,14,,
North Carolina,Surry County,1,,
North Carolina,Surry County,2,,
North Carolina,Surry County,3,,
North Carolina,Surry County,4,,
North Carolina,Surry County,5,,
North Carolina,Surry County,6,,
North Carolina,Surry County,7,,
North Carolina,Surry County,8,,
North Carolina,Surry County,9,,
North Carolina,Surry County,10,,
North Carolina,Surry County,11,,
North Carolina,Surry County,12,,
North Carolina,Surry County,13,,
North Carolina,Surry County,14,,
North Carolina,Swain County,1,,
North Carolina,Swain County,2,,
North Carolina,Swain County,3,,
North Carolina,Swain County,4,,
North Carolina,Swain County,5,,
North Carolina,Swain County,6,,
North Carolina,Swain County,7,,
North Carolina,Swain County,8,,
North Carolina,Swain County,9,,
North Carolina,Swain County,10,,
North Carolina,Swain County,11,,
North Carolina,Swain County,12,,
North Carolina,Swain County,13,,
North Carolina,Swain County,14,,
North Carolina,Transylvania County,1,,
North Carolina,Transylvania County,2,,
North Carolina,Transylvania County,3,,
North Carolina,Transylvania County,4,,
North Carolina,Transylvania County,5,,
North Carolina,Transylvania County,6,,
North Carolina,Transylvania County,7,,
North Carolina,Transylvania County,8,,
North Carolina,Transylvania County,9,,
North Carolina,Transylvania County,10,,
North Carolina,Transylvania County,11,,
North Carolina,Transylvania County,12,,
North Carolina,Transylvania County,13,,
North Carolina,Transylvania County,14,,
North Carolina,Tyrrell County,1,,
North Carolina,Tyrrell County,2,,
North Carolina,Tyrrell County,3,,
North Carolina,Tyrrell County,4,,
North Carolina,Tyrrell County,5,,
North Carolina,Tyrrell County,6,,
North Carolina,Tyrrell County,7,,
North Carolina,Tyrrell County,8,,
North Carolina,Tyrrell County,9,,
North Carolina,Tyrrell County,10,,
North Carolina,Tyrrell County,11,,
North Carolina,Tyrrell County,12,,
North Carolina,Tyrrell County,13,,
North Carolina,Tyrrell County,14,,
North Carolina,Union County,1,,
North Carolina,Union County,2,,
North Carolina,Union County,3,,
North Carolina,Union County,4,,
North Carolina,Union County,5,,
North Carolina,Union County,6,,
North Carolina,Union County,7,,
North Carolina,Union County,8,,
North Carolina,Union County,9,,
North Carolina,Union County,10,,
North Carolina,Union County,11,,
North Carolina,Union County,12,,
North Carolina,Union County,13,,
North Carolina,Union County,14,,
North Carolina,Vance County,1,,
North Carolina,Vance County,2,,
North Carolina,Vance County,3,,
North Carolina,Vance County,4,,
North Carolina,Vance County,5,,
North Carolina,Vance County,6,,
North Carolina,Vance County,7,,
North Carolina,Vance County,8,,
North Carolina,Vance County,9,,
North Carolina,Vance County,10,,
North Carolina,Vance County,11,,
North Carolina,Vance County,12,,
North Carolina,Vance County,13,,
North Carolina,Vance County,14,,
North Carolina,Wake County,1,,
North Carolina,Wake County,2,,
North Carolina,Wake County,3,,
North Carolina,Wake County,4,,
North Carolina,Wake County,5,,
North Carolina,Wake County,6,,
North Carolina,Wake County,7,,
North Carolina,Wake County,8,,
North Carolina,Wake County,9,,
North Carolina,Wake County,10,,
North Carolina,Wake County,11,,
North Carolina,Wake County,12,,
North Carolina,Wake County,13,,
North Carolina,Wake County,14,,
North Carolina,Warren County,1,,
North Carolina,Warren County,2,,
North Carolina,Warren County,3,,
North Carolina,Warren County,4,,
North Carolina,Warren County,5,,
North Carolina,Warren County,6,,
North Carolina,Warren County,7,,
North Carolina,Warren County,8,,
North Carolina,Warren County,9,,
North Carolina,Warren County,10,,
North Carolina,Warren County,11,,
North Carolina,Warren County,12,,
North Carolina,Warren County,13,,
North Carolina,Warren County,14,,
North Carolina,Washington County,1,,
North Carolina,Washington County,2,,
North Carolina,Washington County,3,,
North Carolina,Washington County,4,,
North Carolina,Washington County,5,,
North Carolina,Washington County,6,,
North Carolina,Washington County,7,,
North Carolina,Washington County,8,,
North Carolina,Washington County,9,,
North Carolina,Washington County,10,,
North Carolina,Washington County,11,,
North Carolina,Washington County,12,,
North Carolina,Washington County,13,,
North Carolina,Washington County,14,,
North Carolina,Watauga County,1,,
North Carolina,Watauga County,2,,
North Carolina,Watauga County,3,,
North Carolina,Watauga County,4,,
North Carolina,Watauga County,5,,
North Carolina,Watauga County,6,,
North Carolina,Watauga County,7,,
North Carolina,Watauga County,8,,
North Carolina,Watauga County,9,,
North Carolina,Watauga County,10,,
North Carolina,Watauga County,11,,
North Carolina,Watauga County,12,,
North Carolina,Watauga County,13,,
North Carolina,Watauga County,14,,
North Carolina,Wayne County,1,,
North Carolina,Wayne County,2,,
North Carolina,Wayne County,3,,
North Carolina,Wayne County,4,,
North Carolina,Wayne County,5,,
North Carolina,Wayne County,6,,
North Carolina,Wayne County,7,,
North Carolina,Wayne County,8,,
North Carolina,Wayne County,9,,
North Carolina,Wayne County,10,,
North Carolina,Wayne County,11,,
North Carolina,Wayne County,12,,
North Carolina,Wayne County,13,,
North Carolina,Wayne County,14,,
North Carolina,Wilkes County,1,,
North Carolina,Wilkes County,2,,
North Carolina,Wilkes County,3,,
North Carolina,Wilkes County,4,,
North Carolina,Wilkes County,5,,
North Carolina,Wilkes County,6,,
North Carolina,Wilkes County,7,,
North Carolina,Wilkes County,8,,
North Carolina,Wilkes County,9,,
North Carolina,Wilkes County,10,,
North Carolina,Wilkes County,11,,
North Carolina,Wilkes County,12,,
North Carolina,Wilkes County,13,,
North Carolina,Wilkes County,14,,
North Carolina,Wilson County,1,,
North Carolina,Wilson County,2,,
North Carolina,Wilson County,3,,
North Carolina,Wilson County,4,,
North Carolina,Wilson County,5,,
North Carolina,Wilson County,6,,
North Carolina,Wilson County,7,,
North Carolina,Wilson County,8,,
North Carolina,Wilson County,9,,
North Carolina,Wilson County,10,,
North Carolina,Wilson County,11,,
North Carolina,Wilson County,12,,
North Carolina,Wilson County,13,,
North Carolina,Wilson County,14,,
North Carolina,Yadkin County,1,,
North Carolina,Yadkin County,2,,
North Carolina,Yadkin County,3,,
North Carolina,Yadkin County,4,,
North Carolina,Yadkin County,5,,
North Carolina,Yadkin County,6,,
North Carolina,Yadkin County,7,,
North Carolina,Yadkin County,8,,
North Carolina,Yadkin County,9,,
North Carolina,Yadkin County,10,,
North Carolina,Yadkin County,11,,
North Carolina,Yadkin County,12,,
North Carolina,Yadkin County,13,,
North Carolina,Yadkin County,14,,
North Carolina,Yancey County,1,,
North Carolina,Yancey County,2,,
North Carolina,Yancey County,3,,
North Carolina,Yancey County,4,,
North Carolina,Yancey County,5,,
North Carolina,Yancey County,6,,
North Carolina,Yancey County,7,,
North Carolina,Yancey County,8,,
North Carolina,Yancey County,9,,
North Carolina,Yancey County,10,,
North Carolina,Yancey County,11,,
North Carolina,Yancey County,12,,
North Carolina,Yancey County,13,,
North Carolina,Yancey County,14,,
North Dakota,Adams County,1,,
North Dakota,Adams County,2,,
North Dakota,Adams County,3,,
North Dakota,Adams County,4,,
North Dakota,Adams County,5,,
North Dakota,Adams County,6,,
North Dakota,Adams County,7,,
North Dakota,Adams County,8,,
North Dakota,Adams County,9,,
North Dakota,Adams County,10,,
North Dakota,Adams County,11,,
North Dakota,Adams County,12,,
North Dakota,Adams County,13,,
North Dakota,Adams County,14,,
North Dakota,Barnes County,1,,
North Dakota,Barnes County,2,,
North Dakota,Barnes County,3,,
North Dakota,Barnes County,4,,
North Dakota,Barnes County,5,,
North Dakota,Barnes County,6,,
North Dakota,Barnes County,7,,
North Dakota,Barnes County,8,,
North Dakota,Barnes County,9,,
North Dakota,Barnes County,10,,
North Dakota,Barnes County,11,,
North Dakota,Barnes County,12,,
North Dakota,Barnes County,13,,
North Dakota,Barnes County,14,,
North Dakota,Benson County,1,,
North Dakota,Benson County,2,,
North Dakota,Benson County,3,,
North Dakota,Benson County,4,,
North Dakota,Benson County,5,,
North Dakota,Benson County,6,,
North Dakota,Benson County,7,,
North Dakota,Benson County,8,,
North Dakota,Benson County,9,,
North Dakota,Benson County,10,,
North Dakota,Benson County,11,,
North Dakota,Benson County,12,,
North Dakota,Benson County,13,,
North Dakota,Benson County,14,,
North Dakota,Billings County,1,,
North Dakota,Billings County,2,,
North Dakota,Billings County,3,,
North Dakota,Billings County,4,,
North Dakota,Billings County,5,,
North Dakota,Billings County,6,,
North Dakota,Billings County,7,,
North Dakota,Billings County,8,,
North Dakota,Billings County,9,,
North Dakota,Billings County,10,,
North Dakota,Billings County,11,,
North Dakota,Billings County,12,,
North Dakota,Billings County,13,,
North Dakota,Billings County,14,,
North Dakota,Bottineau County,1,,
North Dakota,Bottineau County,2,,
North Dakota,Bottineau County,3,,
North Dakota,Bottineau County,4,,
North Dakota,Bottineau County,5,,
North Dakota,Bottineau County,6,,
North Dakota,Bottineau County,7,,
North Dakota,Bottineau County,8,,
North Dakota,Bottineau County,9,,
North Dakota,Bottineau County,10,,
North Dakota,Bottineau County,11,,
North Dakota,Bottineau County,12,,
North Dakota,Bottineau County,13,,
North Dakota,Bottineau County,14,,
North Dakota,Bowman County,1,,
North Dakota,Bowman County,2,,
North Dakota,Bowman County,3,,
North Dakota,Bowman County,4,,
North Dakota,Bowman County,5,,
North Dakota,Bowman County,6,,
North Dakota,Bowman County,7,,
North Dakota,Bowman County,8,,
North Dakota,Bowman County,9,,
North Dakota,Bowman County,10,,
North Dakota,Bowman County,11,,
North Dakota,Bowman County,12,,
North Dakota,Bowman County,13,,
North Dakota,Bowman County,14,,
North Dakota,Burke County,1,,
North Dakota,Burke County,2,,
North Dakota,Burke County,3,,
North Dakota,Burke County,4,,
North Dakota,Burke County,5,,
North Dakota,Burke County,6,,
North Dakota,Burke County,7,,
North Dakota,Burke County,8,,
North Dakota,Burke County,9,,
North Dakota,Burke County,10,,
North Dakota,Burke County,11,,
North Dakota,Burke County,12,,
North Dakota,Burke County,13,,
North Dakota,Burke County,14,,
North Dakota,Burleigh County,1,,
North Dakota,Burleigh County,2,,
North Dakota,Burleigh County,3,,
North Dakota,Burleigh County,4,,
North Dakota,Burleigh County,5,,
North Dakota,Burleigh County,6,,
North Dakota,Burleigh County,7,,
North Dakota,Burleigh County,8,,
North Dakota,Burleigh County,9,,
North Dakota,Burleigh County,10,,
North Dakota,Burleigh County,11,,
North Dakota,Burleigh County,12,,
North Dakota,Burleigh County,13,,
North Dakota,Burleigh County,14,,
North Dakota,Cass County,1,,
North Dakota,Cass County,2,,
North Dakota,Cass County,3,,
North Dakota,Cass County,4,,
North Dakota,Cass County,5,,
North Dakota,Cass County,6,,
North Dakota,Cass County,7,,
North Dakota,Cass County,8,,
North Dakota,Cass County,9,,
North Dakota,Cass County,10,,
North Dakota,Cass County,11,,
North Dakota,Cass County,12,,
North Dakota,Cass County,13,,
North Dakota,Cass County,14,,
North Dakota,Cavalier County,1,,
North Dakota,Cavalier County,2,,
North Dakota,Cavalier County,3,,
North Dakota,Cavalier County,4,,
North Dakota,Cavalier County,5,,
North Dakota,Cavalier County,6,,
North Dakota,Cavalier County,7,,
North Dakota,Cavalier County,8,,
North Dakota,Cavalier County,9,,
North Dakota,Cavalier County,10,,
North Dakota,Cavalier County,11,,
North Dakota,Cavalier County,12,,
North Dakota,Cavalier County,13,,
North Dakota,Cavalier County,14,,
North Dakota,Dickey County,1,,
North Dakota,Dickey County,2,,
North Dakota,Dickey County,3,,
North Dakota,Dickey County,4,,
North Dakota,Dickey County,5,,
North Dakota,Dickey County,6,,
North Dakota,Dickey County,7,,
North Dakota,Dickey County,8,,
North Dakota,Dickey County,9,,
North Dakota,Dickey County,10,,
North Dakota,Dickey County,11,,
North Dakota,Dickey County,12,,
North Dakota,Dickey County,13,,
North Dakota,Dickey County,14,,
North Dakota,Divide County,1,,
North Dakota,Divide County,2,,
North Dakota,Divide County,3,,
North Dakota,Divide County,4,,
North Dakota,Divide County,5,,
North Dakota,Divide County,6,,
North Dakota,Divide County,7,,
North Dakota,Divide County,8,,
North Dakota,Divide County,9,,
North Dakota,Divide County,10,,
North Dakota,Divide County,11,,
North Dakota,Divide County,12,,
North Dakota,Divide County,13,,
North Dakota,Divide County,14,,
North Dakota,Dunn County,1,,
North Dakota,Dunn County,2,,
North Dakota,Dunn County,3,,
North Dakota,Dunn County,4,,
North Dakota,Dunn County,5,,
North Dakota,Dunn County,6,,
North Dakota,Dunn County,7,,
North Dakota,Dunn County,8,,
North Dakota,Dunn County,9,,
North Dakota,Dunn County,10,,
North Dakota,Dunn County,11,,
North Dakota,Dunn County,12,,
North Dakota,Dunn County,13,,
North Dakota,Dunn County,14,,
North Dakota,Eddy County,1,,
North Dakota,Eddy County,2,,
North Dakota,Eddy County,3,,
North Dakota,Eddy County,4,,
North Dakota,Eddy County,5,,
North Dakota,Eddy County,6,,
North Dakota,Eddy County,7,,
North Dakota,Eddy County,8,,
North Dakota,Eddy County,9,,
North Dakota,Eddy County,10,,
North Dakota,Eddy County,11,,
North Dakota,Eddy County,12,,
North Dakota,Eddy County,13,,
North Dakota,Eddy County,14,,
North Dakota,Emmons County,1,,
North Dakota,Emmons County,2,,
North Dakota,Emmons County,3,,
North Dakota,Emmons County,4,,
North Dakota,Emmons County,5,,
North Dakota,Emmons County,6,,
North Dakota,Emmons County,7,,
North Dakota,Emmons County,8,,
North Dakota,Emmons County,9,,
North Dakota,Emmons County,10,,
North Dakota,Emmons County,11,,
North Dakota,Emmons County,12,,
North Dakota,Emmons County,13,,
North Dakota,Emmons County,14,,
North Dakota,Foster County,1,,
North Dakota,Foster County,2,,
North Dakota,Foster County,3,,
North Dakota,Foster County,4,,
North Dakota,Foster County,5,,
North Dakota,Foster County,6,,
North Dakota,Foster County,7,,
North Dakota,Foster County,8,,
North Dakota,Foster County,9,,
North Dakota,Foster County,10,,
North Dakota,Foster County,11,,
North Dakota,Foster County,12,,
North Dakota,Foster County,13,,
North Dakota,Foster County,14,,
North Dakota,Golden Valley County,1,,
North Dakota,Golden Valley County,2,,
North Dakota,Golden Valley County,3,,
North Dakota,Golden Valley County,4,,
North Dakota,Golden Valley County,5,,
North Dakota,Golden Valley County,6,,
North Dakota,Golden Valley County,7,,
North Dakota,Golden Valley County,8,,
North Dakota,Golden Valley County,9,,
North Dakota,Golden Valley County,10,,
North Dakota,Golden Valley County,11,,
North Dakota,Golden Valley County,12,,
North Dakota,Golden Valley County,13,,
North Dakota,Golden Valley County,14,,
North Dakota,Grand Forks County,1,,
North Dakota,Grand Forks County,2,,
North Dakota,Grand Forks County,3,,
North Dakota,Grand Forks County,4,,
North Dakota,Grand Forks County,5,,
North Dakota,Grand Forks County,6,,
North Dakota,Grand Forks County,7,,
North Dakota,Grand Forks County,8,,
North Dakota,Grand Forks County,9,,
North Dakota,Grand Forks County,10,,
North Dakota,Grand Forks County,11,,
North Dakota,Grand Forks County,12,,
North Dakota,Grand Forks County,13,,
North Dakota,Grand Forks County,14,,
North Dakota,Grant County,1,,
North Dakota,Grant County,2,,
North Dakota,Grant County,3,,
North Dakota,Grant County,4,,
North Dakota,Grant County,5,,
North Dakota,Grant County,6,,
North Dakota,Grant County,7,,
North Dakota,Grant County,8,,
North Dakota,Grant County,9,,
North Dakota,Grant County,10,,
North Dakota,Grant County,11,,
North Dakota,Grant County,12,,
North Dakota,Grant County,13,,
North Dakota,Grant County,14,,
North Dakota,Griggs County,1,,
North Dakota,Griggs County,2,,
North Dakota,Griggs County,3,,
North Dakota,Griggs County,4,,
North Dakota,Griggs County,5,,
North Dakota,Griggs County,6,,
North Dakota,Griggs County,7,,
North Dakota,Griggs County,8,,
North Dakota,Griggs County,9,,
North Dakota,Griggs County,10,,
North Dakota,Griggs County,11,,
North Dakota,Griggs County,12,,
North Dakota,Griggs County,13,,
North Dakota,Griggs County,14,,
North Dakota,Hettinger County,1,,
North Dakota,Hettinger County,2,,
North Dakota,Hettinger County,3,,
North Dakota,Hettinger County,4,,
North Dakota,Hettinger County,5,,
North Dakota,Hettinger County,6,,
North Dakota,Hettinger County,7,,
North Dakota,Hettinger County,8,,
North Dakota,Hettinger County,9,,
North Dakota,Hettinger County,10,,
North Dakota,Hettinger County,11,,
North Dakota,Hettinger County,12,,
North Dakota,Hettinger County,13,,
North Dakota,Hettinger County,14,,
North Dakota,Kidder County,1,,
North Dakota,Kidder County,2,,
North Dakota,Kidder County,3,,
North Dakota,Kidder County,4,,
North Dakota,Kidder County,5,,
North Dakota,Kidder County,6,,
North Dakota,Kidder County,7,,
North Dakota,Kidder County,8,,
North Dakota,Kidder County,9,,
North Dakota,Kidder County,10,,
North Dakota,Kidder County,11,,
North Dakota,Kidder County,12,,
North Dakota,Kidder County,13,,
North Dakota,Kidder County,14,,
North Dakota,LaMoure County,1,,
North Dakota,LaMoure County,2,,
North Dakota,LaMoure County,3,,
North Dakota,LaMoure County,4,,
North Dakota,LaMoure County,5,,
North Dakota,LaMoure County,6,,
North Dakota,LaMoure County,7,,
North Dakota,LaMoure County,8,,
North Dakota,LaMoure County,9,,
North Dakota,LaMoure County,10,,
North Dakota,LaMoure County,11,,
North Dakota,LaMoure County,12,,
North Dakota,LaMoure County,13,,
North Dakota,LaMoure County,14,,
North Dakota,Logan County,1,,
North Dakota,Logan County,2,,
North Dakota,Logan County,3,,
North Dakota,Logan County,4,,
North Dakota,Logan County,5,,
North Dakota,Logan County,6,,
North Dakota,Logan County,7,,
North Dakota,Logan County,8,,
North Dakota,Logan County,9,,
North Dakota,Logan County,10,,
North Dakota,Logan County,11,,
North Dakota,Logan County,12,,
North Dakota,Logan County,13,,
North Dakota,Logan County,14,,
North Dakota,McHenry County,1,,
North Dakota,McHenry County,2,,
North Dakota,McHenry County,3,,
North Dakota,McHenry County,4,,
North Dakota,McHenry County,5,,
North Dakota,McHenry County,6,,
North Dakota,McHenry County,7,,
North Dakota,McHenry County,8,,
North Dakota,McHenry County,9,,
North Dakota,McHenry County,10,,
North Dakota,McHenry County,11,,
North Dakota,McHenry County,12,,
North Dakota,McHenry County,13,,
North Dakota,McHenry County,14,,
North Dakota,McIntosh County,1,,
North Dakota,McIntosh County,2,,
North Dakota,McIntosh County,3,,
North Dakota,McIntosh County,4,,
North Dakota,McIntosh County,5,,
North Dakota,McIntosh County,6,,
North Dakota,McIntosh County,7,,
North Dakota,McIntosh County,8,,
North Dakota,McIntosh County,9,,
North Dakota,McIntosh County,10,,
North Dakota,McIntosh County,11,,
North Dakota,McIntosh County,12,,
North Dakota,McIntosh County,13,,
North Dakota,McIntosh County,14,,
North Dakota,McKenzie County,1,,
North Dakota,McKenzie County,2,,
North Dakota,McKenzie County,3,,
North Dakota,McKenzie County,4,,
North Dakota,McKenzie County,5,,
North Dakota,McKenzie County,6,,
North Dakota,McKenzie County,7,,
North Dakota,McKenzie County,8,,
North Dakota,McKenzie County,9,,
North Dakota,McKenzie County,10,,
North Dakota,McKenzie County,11,,
North Dakota,McKenzie County,12,,
North Dakota,McKenzie County,13,,
North Dakota,McKenzie County,14,,
North Dakota,McLean County,1,,
North Dakota,McLean County,2,,
North Dakota,McLean County,3,,
North Dakota,McLean County,4,,
North Dakota,McLean County,5,,
North Dakota,McLean County,6,,
North Dakota,McLean County,7,,
North Dakota,McLean County,8,,
North Dakota,McLean County,9,,
North Dakota,McLean County,10,,
North Dakota,McLean County,11,,
North Dakota,McLean County,12,,
North Dakota,McLean County,13,,
North Dakota,McLean County,14,,
North Dakota,Mercer County,1,,
North Dakota,Mercer County,2,,
North Dakota,Mercer County,3,,
North Dakota,Mercer County,4,,
North Dakota,Mercer County,5,,
North Dakota,Mercer County,6,,
North Dakota,Mercer County,7,,
North Dakota,Mercer County,8,,
North Dakota,Mercer County,9,,
North Dakota,Mercer County,10,,
North Dakota,Mercer County,11,,
North Dakota,Mercer County,12,,
North Dakota,Mercer County,13,,
North Dakota,Mercer County,14,,
North Dakota,Morton County,1,,
North Dakota,Morton County,2,,
North Dakota,Morton County,3,,
North Dakota,Morton County,4,,
North Dakota,Morton County,5,,
North Dakota,Morton County,6,,
North Dakota,Morton County,7,,
North Dakota,Morton County,8,,
North Dakota,Morton County,9,,
North Dakota,Morton County,10,,
North Dakota,Morton County,11,,
North Dakota,Morton County,12,,
North Dakota,Morton County,13,,
North Dakota,Morton County,14,,
North Dakota,Mountrail County,1,,
North Dakota,Mountrail County,2,,
North Dakota,Mountrail County,3,,
North Dakota,Mountrail County,4,,
North Dakota,Mountrail County,5,,
North Dakota,Mountrail County,6,,
North Dakota,Mountrail County,7,,
North Dakota,Mountrail County,8,,
North Dakota,Mountrail County,9,,
North Dakota,Mountrail County,10,,
North Dakota,Mountrail County,11,,
North Dakota,Mountrail County,12,,
North Dakota,Mountrail County,13,,
North Dakota,Mountrail County,14,,
North Dakota,Nelson County,1,,
North Dakota,Nelson County,2,,
North Dakota,Nelson County,3,,
North Dakota,Nelson County,4,,
North Dakota,Nelson County,5,,
North Dakota,Nelson County,6,,
North Dakota,Nelson County,7,,
North Dakota,Nelson County,8,,
North Dakota,Nelson County,9,,
North Dakota,Nelson County,10,,
North Dakota,Nelson County,11,,
North Dakota,Nelson County,12,,
North Dakota,Nelson County,13,,
North Dakota,Nelson County,14,,
North Dakota,Oliver County,1,,
North Dakota,Oliver County,2,,
North Dakota,Oliver County,3,,
North Dakota,Oliver County,4,,
North Dakota,Oliver County,5,,
North Dakota,Oliver County,6,,
North Dakota,Oliver County,7,,
North Dakota,Oliver County,8,,
North Dakota,Oliver County,9,,
North Dakota,Oliver County,10,,
North Dakota,Oliver County,11,,
North Dakota,Oliver County,12,,
North Dakota,Oliver County,13,,
North Dakota,Oliver County,14,,
North Dakota,Pembina County,1,,
North Dakota,Pembina County,2,,
North Dakota,Pembina County,3,,
North Dakota,Pembina County,4,,
North Dakota,Pembina County,5,,
North Dakota,Pembina County,6,,
North Dakota,Pembina County,7,,
North Dakota,Pembina County,8,,
North Dakota,Pembina County,9,,
North Dakota,Pembina County,10,,
North Dakota,Pembina County,11,,
North Dakota,Pembina County,12,,
North Dakota,Pembina County,13,,
North Dakota,Pembina County,14,,
North Dakota,Pierce County,1,,
North Dakota,Pierce County,2,,
North Dakota,Pierce County,3,,
North Dakota,Pierce County,4,,
North Dakota,Pierce County,5,,
North Dakota,Pierce County,6,,
North Dakota,Pierce County,7,,
North Dakota,Pierce County,8,,
North Dakota,Pierce County,9,,
North Dakota,Pierce County,10,,
North Dakota,Pierce County,11,,
North Dakota,Pierce County,12,,
North Dakota,Pierce County,13,,
North Dakota,Pierce County,14,,
North Dakota,Ramsey County,1,,
North Dakota,Ramsey County,2,,
North Dakota,Ramsey County,3,,
North Dakota,Ramsey County,4,,
North Dakota,Ramsey County,5,,
North Dakota,Ramsey County,6,,
North Dakota,Ramsey County,7,,
North Dakota,Ramsey County,8,,
North Dakota,Ramsey County,9,,
North Dakota,Ramsey County,10,,
North Dakota,Ramsey County,11,,
North Dakota,Ramsey County,12,,
North Dakota,Ramsey County,13,,
North Dakota,Ramsey County,14,,
North Dakota,Ransom County,1,,
North Dakota,Ransom County,2,,
North Dakota,Ransom County,3,,
North Dakota,Ransom County,4,,
North Dakota,Ransom County,5,,
North Dakota,Ransom County,6,,
North Dakota,Ransom County,7,,
North Dakota,Ransom County,8,,
North Dakota,Ransom County,9,,
North Dakota,Ransom County,10,,
North Dakota,Ransom County,11,,
North Dakota,Ransom County,12,,
North Dakota,Ransom County,13,,
North Dakota,Ransom County,14,,
North Dakota,Renville County,1,,
North Dakota,Renville County,2,,
North Dakota,Renville County,3,,
North Dakota,Renville County,4,,
North Dakota,Renville County,5,,
North Dakota,Renville County,6,,
North Dakota,Renville County,7,,
North Dakota,Renville County,8,,
North Dakota,Renville County,9,,
North Dakota,Renville County,10,,
North Dakota,Renville County,11,,
North Dakota,Renville County,12,,
North Dakota,Renville County,13,,
North Dakota,Renville County,14,,
North Dakota,Richland County,1,,
North Dakota,Richland County,2,,
North Dakota,Richland County,3,,
North Dakota,Richland County,4,,
North Dakota,Richland County,5,,
North Dakota,Richland County,6,,
North Dakota,Richland County,7,,
North Dakota,Richland County,8,,
North Dakota,Richland County,9,,
North Dakota,Richland County,10,,
North Dakota,Richland County,11,,
North Dakota,Richland County,12,,
North Dakota,Richland County,13,,
North Dakota,Richland County,14,,
North Dakota,Rolette County,1,,
North Dakota,Rolette County,2,,
North Dakota,Rolette County,3,,
North Dakota,Rolette County,4,,
North Dakota,Rolette County,5,,
North Dakota,Rolette County,6,,
North Dakota,Rolette County,7,,
