State,County,cooling system type,climate zone,PUE mean,WR_CaseB_DWSF_L_per_kWh,WR_SWI_L_per_kWh
Minnesota,Becker County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Becker County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Becker County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Becker County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Becker County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Becker County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Beltrami County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Beltrami County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Beltrami County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Beltrami County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Beltrami County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Beltrami County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Beltrami County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Beltrami County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Beltrami County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Beltrami County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Beltrami County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Beltrami County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Beltrami County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Beltrami County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Benton County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Benton County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Benton County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Benton County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Benton County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Benton County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Benton County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Benton County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Benton County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Benton County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Benton County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Benton County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Benton County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Benton County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Big Stone County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Big Stone County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Big Stone County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Big Stone County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Big Stone County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Big Stone County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Big Stone County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Big Stone County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Big Stone County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Big Stone County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Big Stone County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Big Stone County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Big Stone County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Big Stone County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Blue Earth County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Blue Earth County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Blue Earth County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Blue Earth County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Blue Earth County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Blue Earth County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Blue Earth County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Blue Earth County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Blue Earth County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Blue Earth County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Blue Earth County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Blue Earth County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Blue Earth County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Blue Earth County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Brown County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Brown County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Brown County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Brown County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Brown County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Brown County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Brown County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Brown County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Brown County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Brown County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Brown County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Brown County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Brown County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Brown County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Carlton County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Carlton County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Carlton County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Carlton County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Carlton County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Carlton County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Carlton County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Carlton County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Carlton County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Carlton County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Carlton County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Carlton County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Carlton County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Carlton County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Carver County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Carver County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Carver County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Carver County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Carver County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Carver County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Carver County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Carver County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Carver County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Carver County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Carver County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Carver County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Carver County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Carver County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Cass County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Cass County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Cass County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Cass County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Cass County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Cass County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Cass County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Cass County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Cass County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Cass County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Cass County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Cass County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Cass County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Cass County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Chippewa County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Chippewa County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Chippewa County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Chippewa County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Chippewa County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Chippewa County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Chippewa County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Chippewa County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Chippewa County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Chippewa County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Chippewa County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Chippewa County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Chippewa County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Chippewa County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Chisago County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Chisago County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Chisago County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Chisago County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Chisago County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Chisago County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Chisago County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Chisago County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Chisago County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Chisago County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Chisago County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Chisago County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Chisago County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Chisago County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Clay County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Clay County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Clay County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Clay County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Clay County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Clay County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Clay County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Clay County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Clay County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Clay County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Clay County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Clay County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Clay County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Clay County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Clearwater County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Clearwater County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Clearwater County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Clearwater County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Clearwater County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Clearwater County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Clearwater County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Clearwater County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Clearwater County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Clearwater County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Clearwater County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Clearwater County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Clearwater County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Clearwater County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Cook County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Cook County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Cook County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Cook County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Cook County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Cook County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Cook County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Cook County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Cook County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Cook County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Cook County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Cook County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Cook County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Cook County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Cottonwood County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Cottonwood County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Cottonwood County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Cottonwood County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Cottonwood County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Cottonwood County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Cottonwood County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Cottonwood County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Cottonwood County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Cottonwood County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Cottonwood County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Cottonwood County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Cottonwood County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Cottonwood County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Crow Wing County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Crow Wing County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Crow Wing County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Crow Wing County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Crow Wing County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Crow Wing County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Crow Wing County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Crow Wing County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Crow Wing County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Crow Wing County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Crow Wing County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Crow Wing County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Crow Wing County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Crow Wing County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Dakota County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Dakota County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Dakota County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Dakota County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Dakota County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Dakota County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Dakota County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Dakota County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Dakota County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Dakota County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Dakota County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Dakota County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Dakota County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Dakota County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Dodge County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Dodge County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Dodge County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Dodge County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Dodge County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Dodge County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Dodge County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Dodge County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Dodge County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Dodge County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Dodge County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Dodge County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Dodge County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Dodge County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Douglas County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Douglas County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Douglas County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Douglas County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Douglas County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Douglas County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Douglas County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Douglas County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Douglas County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Douglas County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Douglas County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Douglas County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Douglas County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Douglas County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Faribault County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Faribault County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Faribault County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Faribault County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Faribault County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Faribault County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Faribault County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Faribault County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Faribault County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Faribault County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Faribault County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Faribault County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Faribault County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Faribault County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Fillmore County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Fillmore County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Fillmore County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Fillmore County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Fillmore County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Fillmore County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Fillmore County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Fillmore County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Fillmore County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Fillmore County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Fillmore County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Fillmore County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Fillmore County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Fillmore County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Freeborn County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Freeborn County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Freeborn County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Freeborn County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Freeborn County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Freeborn County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Freeborn County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Freeborn County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Freeborn County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Freeborn County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Freeborn County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Freeborn County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Freeborn County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Freeborn County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Goodhue County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Goodhue County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Goodhue County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Goodhue County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Goodhue County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Goodhue County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Goodhue County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Goodhue County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Goodhue County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Goodhue County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Goodhue County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Goodhue County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Goodhue County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Goodhue County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Grant County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Grant County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Grant County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Grant County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Grant County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Grant County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Grant County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Grant County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Grant County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Grant County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Grant County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Grant County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Grant County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Grant County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Hennepin County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Hennepin County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Hennepin County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Hennepin County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Hennepin County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Hennepin County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Hennepin County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Hennepin County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Hennepin County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Hennepin County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Hennepin County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Hennepin County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Hennepin County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Hennepin County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Houston County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Houston County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Houston County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Houston County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Houston County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Houston County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Houston County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Houston County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Houston County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Houston County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Houston County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Houston County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Houston County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Houston County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Hubbard County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Hubbard County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Hubbard County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Hubbard County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Hubbard County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Hubbard County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Hubbard County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Hubbard County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Hubbard County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Hubbard County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Hubbard County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Hubbard County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Hubbard County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Hubbard County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Isanti County,1,6A,1.16075,-25.46220509,1.392822715
Minnesota,Isanti County,2,6A,1.14165,-25.46220509,1.392822715
Minnesota,Isanti County,3,6A,1.5164,-25.46220509,1.392822715
Minnesota,Isanti County,4,6A,1.39405,-25.46220509,1.392822715
Minnesota,Isanti County,5,6A,1.6183,-25.46220509,1.392822715
Minnesota,Isanti County,6,6A,1.50065,-25.46220509,1.392822715
Minnesota,Isanti County,7,6A,1.6767,-25.46220509,1.392822715
Minnesota,Isanti County,8,6A,1.83235,-25.46220509,1.392822715
Minnesota,Isanti County,9,6A,1.8236,-25.46220509,1.392822715
Minnesota,Isanti County,10,6A,2.08905,-25.46220509,1.392822715
Minnesota,Isanti County,11,6A,1.2368,-25.46220509,1.392822715
Minnesota,Isanti County,12,6A,1.42615,-25.46220509,1.392822715
Minnesota,Isanti County,13,6A,1.35585,-25.46220509,1.392822715
Minnesota,Isanti County,14,6A,1.56575,-25.46220509,1.392822715
Minnesota,Itasca County,1,7,1.15735,-12.31371849,1.392822715
Minnesota,Itasca County,2,7,1.13975,-12.31371849,1.392822715
Minnesota,Itasca County,3,7,1.52465,-12.31371849,1.392822715
Minnesota,Itasca County,4,7,1.39495,-12.31371849,1.392822715
Minnesota,Itasca County,5,7,1.6153,-12.31371849,1.392822715
Minnesota,Itasca County,6,7,1.49345,-12.31371849,1.392822715
Minnesota,Itasca County,7,7,1.6299,-12.31371849,1.392822715
Minnesota,Itasca County,8,7,1.8278,-12.31371849,1.392822715
Minnesota,Itasca County,9,7,1.76675,-12.31371849,1.392822715
Minnesota,Itasca County,10,7,2.06785,-12.31371849,1.392822715
Minnesota,Itasca County,11,7,1.25015,-12.31371849,1.392822715
Minnesota,Itasca County,12,7,1.41375,-12.31371849,1.392822715
Minnesota,Itasca County,13,7,1.3498,-12.31371849,1.392822715
Minnesota,Itasca County,14,7,1.53825,-12.31371849,1.392822715
Minnesota,Jackson County,1,6A,1.16075,-25.46220509,1.392822715
